console,console_common_name,game_title,category_1,category_2,multiplayer,core_name,console_dir,game_file,m3u,category_1_mgl,category_2_mgl,multiplayer_mgl,top_console_mgl,console_mgl,hash,download_url
NeoGeo-CD,Neo Geo CD,Bust-A-Move,Puzzle,,True,NeoGeo,NeoGeo-CD,"Bust-A-Move (Japan) (En,Ja)/Bust-A-Move (Japan) (En,Ja).chd","Bust-A-Move (Japan) (En,Ja)/Bust-A-Move (Japan) (En,Ja).m3u",_Waian's Picks/_Top Games by Category/_Puzzle/Bust-A-Move (Neo Geo CD).mgl,,_Waian's Picks/_Top Games by Category/_Multiplayer/Bust-A-Move.mgl,_Waian's Picks/_Top Games by Console/_Neo Geo CD/Bust-A-Move.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/Bust-A-Move.mgl,a0a26f2f06df310aa5b652d9cd7b6ef3a96cc225,
NeoGeo-CD,Neo Geo CD,Cyber-Lip,Run n Gun,,False,NeoGeo,NeoGeo-CD,"Cyber-Lip (Japan) (En,Ja)/Cyber-Lip (Japan) (En,Ja).chd","Cyber-Lip (Japan) (En,Ja)/Cyber-Lip (Japan) (En,Ja).m3u",_Waian's Picks/_Top Games by Category/_Run n Gun/Cyber-Lip (Neo Geo CD).mgl,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/Cyber-Lip.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/Cyber-Lip.mgl,d7871f2bd2858c096613d423ad70847d39a559ed,
NeoGeo-CD,Neo Geo CD,Karnov's Revenge,Fighting,,False,NeoGeo,NeoGeo-CD,"Karnov's Revenge (Japan) (En,Ja)/Karnov's Revenge (Japan) (En,Ja).chd","Karnov's Revenge (Japan) (En,Ja)/Karnov's Revenge (Japan) (En,Ja).m3u",_Waian's Picks/_Top Games by Category/_Fighting/Karnov's Revenge (Neo Geo CD).mgl,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/Karnov's Revenge.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/Karnov's Revenge.mgl,18ee7ee07439db169bf6aed3ca073c8f967b2def,
NeoGeo-CD,Neo Geo CD,Magical Drop 2,Puzzle,,True,NeoGeo,NeoGeo-CD,"Magical Drop 2 (Japan) (En,Ja)/Magical Drop 2 (Japan) (En,Ja).chd","Magical Drop 2 (Japan) (En,Ja)/Magical Drop 2 (Japan) (En,Ja).m3u",_Waian's Picks/_Top Games by Category/_Puzzle/Magical Drop 2 (Neo Geo CD).mgl,,_Waian's Picks/_Top Games by Category/_Multiplayer/Magical Drop 2.mgl,_Waian's Picks/_Top Games by Console/_Neo Geo CD/Magical Drop 2.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/Magical Drop 2.mgl,25b2050e05379ab4ac9c58f6947dbb04d33d9eb8,
NeoGeo-CD,Neo Geo CD,Neo Drift Out: New Technology,Racing,,False,NeoGeo,NeoGeo-CD,Neo Drift Out - New Technology (Japan)/Neo Drift Out - New Technology (Japan).chd,Neo Drift Out - New Technology (Japan)/Neo Drift Out - New Technology (Japan).m3u,_Waian's Picks/_Top Games by Category/_Racing/Neo Drift Out New Technology (Neo Geo CD).mgl,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/Neo Drift Out New Technology.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/Neo Drift Out New Technology.mgl,50d57cabe6c6259e56cd0970bdb3ff7a620fe39c,
NeoGeo-CD,Neo Geo CD,Ninja Combat,Brawlers,,True,NeoGeo,NeoGeo-CD,"Ninja Combat (Japan) (En,Ja)/Ninja Combat (Japan) (En,Ja).chd","Ninja Combat (Japan) (En,Ja)/Ninja Combat (Japan) (En,Ja).m3u",_Waian's Picks/_Top Games by Category/_Brawlers/Ninja Combat (Neo Geo CD).mgl,,_Waian's Picks/_Top Games by Category/_Multiplayer/Ninja Combat.mgl,_Waian's Picks/_Top Games by Console/_Neo Geo CD/Ninja Combat.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/Ninja Combat.mgl,cc605083b7ee4802434549c568da5391d72c0de5,
NeoGeo-CD,Neo Geo CD,Ninja Commando,Run n Gun,,False,NeoGeo,NeoGeo-CD,"Ninja Commando (Japan) (En,Ja)/Ninja Commando (Japan) (En,Ja).chd","Ninja Commando (Japan) (En,Ja)/Ninja Commando (Japan) (En,Ja).m3u",_Waian's Picks/_Top Games by Category/_Run n Gun/Ninja Commando (Neo Geo CD).mgl,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/Ninja Commando.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/Ninja Commando.mgl,148c531b8844658c791ede0ed50662d48c6f7b1c,
NeoGeo-CD,Neo Geo CD,OverTop,Racing,,False,NeoGeo,NeoGeo-CD,"OverTop (Japan) (En,Ja)/OverTop (Japan) (En,Ja).chd","OverTop (Japan) (En,Ja)/OverTop (Japan) (En,Ja).m3u",_Waian's Picks/_Top Games by Category/_Racing/OverTop (Neo Geo CD).mgl,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/OverTop.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/OverTop.mgl,6e5037787f2615c770296ea9a17f61c8ecc9be6d,
NeoGeo-CD,Neo Geo CD,Puzzled,Puzzle,,False,NeoGeo,NeoGeo-CD,"Puzzled (World) (En,Ja)/Puzzled (World) (En,Ja).chd","Puzzled (World) (En,Ja)/Puzzled (World) (En,Ja).m3u",_Waian's Picks/_Top Games by Category/_Puzzle/Puzzled (Neo Geo CD).mgl,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/Puzzled.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/Puzzled.mgl,5d2889355e0b7b37bb9734b0c60f4257e55c35f0,
NeoGeo-CD,Neo Geo CD,Robo Army,Brawlers,,True,NeoGeo,NeoGeo-CD,"Robo Army (Japan) (En,Ja)/Robo Army (Japan) (En,Ja).chd","Robo Army (Japan) (En,Ja)/Robo Army (Japan) (En,Ja).m3u",_Waian's Picks/_Top Games by Category/_Brawlers/Robo Army (Neo Geo CD).mgl,,_Waian's Picks/_Top Games by Category/_Multiplayer/Robo Army.mgl,_Waian's Picks/_Top Games by Console/_Neo Geo CD/Robo Army.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/Robo Army.mgl,37d65c47570dcaeb31aa16d3b0d370fe35c9a7cc,
NeoGeo-CD,Neo Geo CD,Sengoku,Brawlers,,True,NeoGeo,NeoGeo-CD,"Sengoku (Japan) (En,Ja)/Sengoku (Japan) (En,Ja).chd","Sengoku (Japan) (En,Ja)/Sengoku (Japan) (En,Ja).m3u",_Waian's Picks/_Top Games by Category/_Brawlers/Sengoku (Neo Geo CD).mgl,,_Waian's Picks/_Top Games by Category/_Multiplayer/Sengoku.mgl,_Waian's Picks/_Top Games by Console/_Neo Geo CD/Sengoku.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/Sengoku.mgl,1494e1bffbee7c33780c8478773fc9b7e9433bdf,
NeoGeo-CD,Neo Geo CD,Street Hoop,Sports,,False,NeoGeo,NeoGeo-CD,Street Hoop (World)/Street Hoop (World).chd,Street Hoop (World)/Street Hoop (World).m3u,_Waian's Picks/_Top Games by Category/_Sports/Street Hoop (Neo Geo CD).mgl,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/Street Hoop.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/Street Hoop.mgl,0b7d8466e7a97ae448f85670ca2945a385887b47,
NeoGeo-CD,Neo Geo CD,The King of Fighters '97,Fighting,,False,NeoGeo,NeoGeo-CD,"King of Fighters '97, The (Japan) (En,Ja)/King of Fighters '97, The (Japan) (En,Ja).chd","King of Fighters '97, The (Japan) (En,Ja)/King of Fighters '97, The (Japan) (En,Ja).m3u",_Waian's Picks/_Top Games by Category/_Fighting/The King of Fighters '97 (Neo Geo CD).mgl,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/The King of Fighters '97.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/The King of Fighters '97.mgl,ae77a86656d5d4c1cc3108d56566aa44cd6b53ad,
PSX,PlayStation,Alundra,Adventure RPG,,False,PSX,PSX,Alundra (USA) (Rev 1)/Alundra (USA) (Rev 1).chd,Alundra (USA) (Rev 1)/Alundra (USA) (Rev 1).m3u,_Waian's Picks/_Top Games by Category/_Adventure RPG/Alundra (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Alundra.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Alundra.mgl,6d1cc225a1062b3377f14cd95ece9ff3657732ae,
PSX,PlayStation,Ape Escape,3D Adventure,,False,PSX,PSX,Ape Escape (USA)/Ape Escape (USA).chd,Ape Escape (USA)/Ape Escape (USA).m3u,_Waian's Picks/_Top Games by Category/_3D Adventure/Ape Escape (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Ape Escape.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Ape Escape.mgl,d87f546b91df61da219024cc0adf633833b35f3d,
PSX,PlayStation,Bloody Roar II,Fighting,,False,PSX,PSX,Bloody Roar II (USA)/Bloody Roar II (USA).chd,Bloody Roar II (USA)/Bloody Roar II (USA).m3u,_Waian's Picks/_Top Games by Category/_Fighting/Bloody Roar II (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Bloody Roar II.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Bloody Roar II.mgl,0c23fb57d64e3a8464e8baba96f9798e94fc7e70,
PSX,PlayStation,Breath of Fire III,JRPG,,False,PSX,PSX,Breath of Fire III (USA)/Breath of Fire III (USA).chd,Breath of Fire III (USA)/Breath of Fire III (USA).m3u,_Waian's Picks/_Top Games by Category/_JRPG/Breath of Fire III (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Breath of Fire III.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Breath of Fire III.mgl,e551e56e9959c7bb3cacea9ccfc198ad6147dbb1,
PSX,PlayStation,Breath of Fire IV,JRPG,,False,PSX,PSX,Breath of Fire IV (USA)/Breath of Fire IV (USA).chd,Breath of Fire IV (USA)/Breath of Fire IV (USA).m3u,_Waian's Picks/_Top Games by Category/_JRPG/Breath of Fire IV (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Breath of Fire IV.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Breath of Fire IV.mgl,f0d4c44f1dfaef99c58ae1d19a03c668cb2bae0a,
PSX,PlayStation,Brigandine: The Legend of Forsena,Strategy,,False,PSX,PSX,Brigandine - The Legend of Forsena (USA)/Brigandine - The Legend of Forsena (USA).chd,Brigandine - The Legend of Forsena (USA)/Brigandine - The Legend of Forsena (USA).m3u,_Waian's Picks/_Top Games by Category/_Strategy/Brigandine The Legend of Forsena (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Brigandine The Legend of Forsena.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Brigandine The Legend of Forsena.mgl,2488db9a98ddb3489a116db9bf028fd3f9293ec8,
PSX,PlayStation,Bushido Blade,Fighting,,False,PSX,PSX,Bushido Blade (USA)/Bushido Blade (USA).chd,Bushido Blade (USA)/Bushido Blade (USA).m3u,_Waian's Picks/_Top Games by Category/_Fighting/Bushido Blade (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Bushido Blade.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Bushido Blade.mgl,fec8e3fc8e6aa592e1558085aac4fe5f7b7c0a82,
PSX,PlayStation,Bushido Blade 2,Fighting,,False,PSX,PSX,Bushido Blade 2 (USA)/Bushido Blade 2 (USA).chd,Bushido Blade 2 (USA)/Bushido Blade 2 (USA).m3u,_Waian's Picks/_Top Games by Category/_Fighting/Bushido Blade 2 (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Bushido Blade 2.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Bushido Blade 2.mgl,be9ce4c24f4933709b495a8be7d3fcb9f436443f,
PSX,PlayStation,Castlevania: Symphony of the Night,2D Action Scroller,,False,PSX,PSX,Castlevania - Symphony of the Night (USA)/Castlevania - Symphony of the Night (USA).chd,Castlevania - Symphony of the Night (USA)/Castlevania - Symphony of the Night (USA).m3u,_Waian's Picks/_Top Games by Category/_2D Action Scroller/Castlevania Symphony of the Night (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Castlevania Symphony of the Night.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Castlevania Symphony of the Night.mgl,beb306b74177f5961ea2770d050da57bd88248e8,
PSX,PlayStation,Chrono Cross,JRPG,,False,PSX,PSX,Chrono Cross (USA)/Chrono Cross (USA) (Disc 1).chd,Chrono Cross (USA)/Chrono Cross (USA).m3u,_Waian's Picks/_Top Games by Category/_JRPG/Chrono Cross (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Chrono Cross.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Chrono Cross.mgl,acb6d7050eb9056ddd46b3372e582f42bf9b898d,
PSX,PlayStation,Civilization II,Strategy,,False,PSX,PSX,Civilization II (USA)/Civilization II (USA).chd,Civilization II (USA)/Civilization II (USA).m3u,_Waian's Picks/_Top Games by Category/_Strategy/Civilization II (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Civilization II.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Civilization II.mgl,7b744d2af569d64258e781bc060570e0c58b4efa,
PSX,PlayStation,Colin McRae Rally 2.0,Racing,,False,PSX,PSX,"Colin McRae Rally 2.0 (USA) (En,Fr,Es)/Colin McRae Rally 2.0 (USA) (En,Fr,Es).chd","Colin McRae Rally 2.0 (USA) (En,Fr,Es)/Colin McRae Rally 2.0 (USA) (En,Fr,Es).m3u",_Waian's Picks/_Top Games by Category/_Racing/Colin McRae Rally 2.0 (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Colin McRae Rally 2.0.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Colin McRae Rally 2.0.mgl,4f6c4e3e4e462ad7d5c04661aaa993cd7f551f3f,
PSX,PlayStation,Crash Bandicoot,3D Adventure,,False,PSX,PSX,Crash Bandicoot (USA)/Crash Bandicoot (USA).chd,Crash Bandicoot (USA)/Crash Bandicoot (USA).m3u,_Waian's Picks/_Top Games by Category/_3D Adventure/Crash Bandicoot (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Crash Bandicoot.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Crash Bandicoot.mgl,92fc3e5221eb63b805bcc6236cb0454f808181d3,
PSX,PlayStation,Crash Bandicoot 2: Cortex Strikes Back,3D Adventure,,False,PSX,PSX,Crash Bandicoot 2 - Cortex Strikes Back (USA)/Crash Bandicoot 2 - Cortex Strikes Back (USA).chd,Crash Bandicoot 2 - Cortex Strikes Back (USA)/Crash Bandicoot 2 - Cortex Strikes Back (USA).m3u,_Waian's Picks/_Top Games by Category/_3D Adventure/Crash Bandicoot 2 Cortex Strikes Back (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Crash Bandicoot 2 Cortex Strikes Back.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Crash Bandicoot 2 Cortex Strikes Back.mgl,7e10d58f70e8bb4e27813984906032575a2b52a8,
PSX,PlayStation,Crash Bandicoot: Warped,3D Adventure,,False,PSX,PSX,Crash Bandicoot - Warped (USA)/Crash Bandicoot - Warped (USA).chd,Crash Bandicoot - Warped (USA)/Crash Bandicoot - Warped (USA).m3u,_Waian's Picks/_Top Games by Category/_3D Adventure/Crash Bandicoot Warped (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Crash Bandicoot Warped.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Crash Bandicoot Warped.mgl,dd6d9b1bcd866077494dc2ed72bce99689dac51b,
PSX,PlayStation,Crash Bash,Pick-up-N-Play,,True,PSX,PSX,Crash Bash (USA)/Crash Bash (USA).chd,Crash Bash (USA)/Crash Bash (USA).m3u,_Waian's Picks/_Top Games by Category/_Pick-up-N-Play/Crash Bash (PlayStation).mgl,,_Waian's Picks/_Top Games by Category/_Multiplayer/Crash Bash.mgl,_Waian's Picks/_Top Games by Console/_PlayStation/Crash Bash.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Crash Bash.mgl,9800629d97d25b8a1d8f2fbb0457450d6bcd40d0,
PSX,PlayStation,Diablo,Adventure RPG,,False,PSX,PSX,"Diablo (USA) (En,Fr,De,Sv)/Diablo (USA) (En,Fr,De,Sv).chd","Diablo (USA) (En,Fr,De,Sv)/Diablo (USA) (En,Fr,De,Sv).m3u",_Waian's Picks/_Top Games by Category/_Adventure RPG/Diablo (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Diablo.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Diablo.mgl,25e16d16f1a58117b6adbac1bd3fe28b64438ed5,
PSX,PlayStation,Driver 2,Racing,,False,PSX,PSX,Driver 2 (USA)/Driver 2 (USA) (Disc 1) (Rev 1).chd,Driver 2 (USA)/Driver 2 (USA).m3u,_Waian's Picks/_Top Games by Category/_Racing/Driver 2 (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Driver 2.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Driver 2.mgl,3b9673628bb68a3e46614dfdd256542494355cde,
PSX,PlayStation,Ehrgeiz: God Bless the Ring,Fighting,,False,PSX,PSX,Ehrgeiz - God Bless the Ring (USA)/Ehrgeiz - God Bless the Ring (USA).chd,Ehrgeiz - God Bless the Ring (USA)/Ehrgeiz - God Bless the Ring (USA).m3u,_Waian's Picks/_Top Games by Category/_Fighting/Ehrgeiz God Bless the Ring (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Ehrgeiz God Bless the Ring.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Ehrgeiz God Bless the Ring.mgl,6224bcb9228d5531ef21d08740a84c4615266fe9,
PSX,PlayStation,Final Fantasy IX,JRPG,,False,PSX,PSX,Final Fantasy IX (USA) (v1.1)/Final Fantasy IX (USA) (Disc 1) (v1.1).chd,Final Fantasy IX (USA) (v1.1)/Final Fantasy IX (USA) (v1.1).m3u,_Waian's Picks/_Top Games by Category/_JRPG/Final Fantasy IX (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Final Fantasy IX.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Final Fantasy IX.mgl,694000b9f3126da5c664298a4e662e8a4e68dde7,
PSX,PlayStation,Final Fantasy VII,JRPG,,False,PSX,PSX,Final Fantasy VII (USA)/Final Fantasy VII (USA) (Disc 1).chd,Final Fantasy VII (USA)/Final Fantasy VII (USA).m3u,_Waian's Picks/_Top Games by Category/_JRPG/Final Fantasy VII (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Final Fantasy VII.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Final Fantasy VII.mgl,fc7f64e319bf1e160023854bca369553a9672d42,
PSX,PlayStation,Final Fantasy VIII,JRPG,,False,PSX,PSX,Final Fantasy VIII (USA)/Final Fantasy VIII (USA) (Disc 1).chd,Final Fantasy VIII (USA)/Final Fantasy VIII (USA).m3u,_Waian's Picks/_Top Games by Category/_JRPG/Final Fantasy VIII (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Final Fantasy VIII.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Final Fantasy VIII.mgl,e9d52c5b6bc3c02df048b290f2810e338f3c32a2,
PSX,PlayStation,Formula 1,Racing,,False,PSX,PSX,Formula 1 (USA) (Rev 1)/Formula 1 (USA) (Rev 1).chd,Formula 1 (USA) (Rev 1)/Formula 1 (USA) (Rev 1).m3u,_Waian's Picks/_Top Games by Category/_Racing/Formula 1 (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Formula 1.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Formula 1.mgl,18ab6c051de751805611c1e7f7e8f9b8e786edf3,
PSX,PlayStation,Formula 1 97,Racing,,False,PSX,PSX,Formula 1 97/Formula 1 97.chd,Formula 1 97/Formula 1 97.m3u,_Waian's Picks/_Top Games by Category/_Racing/Formula 1 97 (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Formula 1 97.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Formula 1 97.mgl,2c4f91dd5df1c1228b6b6ce5a24ccf1b59eff5b4,
PSX,PlayStation,Formula One 2001,Racing,,False,PSX,PSX,"Formula One 2001 (Europe) (En,Fi)/Formula One 2001 (Europe) (En,Fi).chd","Formula One 2001 (Europe) (En,Fi)/Formula One 2001 (Europe) (En,Fi).m3u",_Waian's Picks/_Top Games by Category/_Racing/Formula One 2001 (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Formula One 2001.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Formula One 2001.mgl,3a6d40e3e0d62635b48c53ba7414b28b8a8e87fb,
PSX,PlayStation,Formula One 99,Racing,,False,PSX,PSX,"Formula One 99 (USA, Canada) (En,Fr,Es)/Formula One 99 (USA, Canada) (En,Fr,Es).chd","Formula One 99 (USA, Canada) (En,Fr,Es)/Formula One 99 (USA, Canada) (En,Fr,Es).m3u",_Waian's Picks/_Top Games by Category/_Racing/Formula One 99 (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Formula One 99.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Formula One 99.mgl,76e1ccf63c19746ecde6a2761f59d043bff2896f,
PSX,PlayStation,G-Darius,Arcade Shooters,,False,PSX,PSX,G. Darius (USA)/G. Darius (USA).chd,G. Darius (USA)/G. Darius (USA).m3u,_Waian's Picks/_Top Games by Category/_Arcade Shooters/G-Darius (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/G-Darius.mgl,_Waian's Picks/_All Games by Console/_PlayStation/G-Darius.mgl,523d140c71082696539168c754fba414c09ba114,
PSX,PlayStation,Gradius Gaiden,Arcade Shooters,,False,PSX,PSX,Gradius Gaiden (Japan) (Rev 1)/Gradius Gaiden (Japan) (Rev 1).chd,Gradius Gaiden (Japan) (Rev 1)/Gradius Gaiden (Japan) (Rev 1).m3u,_Waian's Picks/_Top Games by Category/_Arcade Shooters/Gradius Gaiden (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Gradius Gaiden.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Gradius Gaiden.mgl,322e5711edc224cc1376791f9919abab98dc9e51,
PSX,PlayStation,Guilty Gear,Fighting,,False,PSX,PSX,Guilty Gear (USA) (Rev 1)/Guilty Gear (USA) (Rev 1).chd,Guilty Gear (USA) (Rev 1)/Guilty Gear (USA) (Rev 1).m3u,_Waian's Picks/_Top Games by Category/_Fighting/Guilty Gear (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Guilty Gear.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Guilty Gear.mgl,8ebb3fd2ed1029679f8ce93404d0e091701b484f,
PSX,PlayStation,Hot Shots Golf 2,Sports,,False,PSX,PSX,Hot Shots Golf 2 (USA)/Hot Shots Golf 2 (USA).chd,Hot Shots Golf 2 (USA)/Hot Shots Golf 2 (USA).m3u,_Waian's Picks/_Top Games by Category/_Sports/Hot Shots Golf 2 (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Hot Shots Golf 2.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Hot Shots Golf 2.mgl,7084b08a44778ce21abd0df46d62f513f98c402f,
PSX,PlayStation,ISS Pro Evolution,Fighting,,False,PSX,PSX,ISS Pro Evolution (USA)/ISS Pro Evolution (USA).chd,ISS Pro Evolution (USA)/ISS Pro Evolution (USA).m3u,_Waian's Picks/_Top Games by Category/_Fighting/ISS Pro Evolution (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/ISS Pro Evolution.mgl,_Waian's Picks/_All Games by Console/_PlayStation/ISS Pro Evolution.mgl,599bbf43ec80537baf7e4a5f3067346dce2d301a,
PSX,PlayStation,Kartia: The Word of Fate,Pick-up-N-Play,,False,PSX,PSX,Kartia - The Word of Fate (USA)/Kartia - The Word of Fate (USA).chd,Kartia - The Word of Fate (USA)/Kartia - The Word of Fate (USA).m3u,_Waian's Picks/_Top Games by Category/_Pick-up-N-Play/Kartia The Word of Fate (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Kartia The Word of Fate.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Kartia The Word of Fate.mgl,0cc87a11c53baa856baeb9aa36536341aca3e0db,
PSX,PlayStation,Klonoa: Door to Phantomile,2D Platformer,,False,PSX,PSX,Klonoa - Door to Phantomile (USA)/Klonoa - Door to Phantomile (USA).chd,Klonoa - Door to Phantomile (USA)/Klonoa - Door to Phantomile (USA).m3u,_Waian's Picks/_Top Games by Category/_2D Platformer/Klonoa Door to Phantomile (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Klonoa Door to Phantomile.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Klonoa Door to Phantomile.mgl,c67dc18c29979fdc5fb0b492d049ffdfed3c7669,
PSX,PlayStation,Legacy of Kain: Soul Reaver,Action Adventure,,False,PSX,PSX,Legacy of Kain - Soul Reaver (USA)/Legacy of Kain - Soul Reaver (USA).chd,Legacy of Kain - Soul Reaver (USA)/Legacy of Kain - Soul Reaver (USA).m3u,_Waian's Picks/_Top Games by Category/_Action Adventure/Legacy of Kain Soul Reaver (PlayStation).mgl,,,_Waian's Picks/_Top Games by Console/_PlayStation/Legacy of Kain Soul Reaver.mgl,_Waian's Picks/_All Games by Console/_PlayStation/Legacy of Kain Soul Reaver.mgl,1cfb3592bc799390060d6b46c604580616248b93,
